productId,productName,longDescription,nature_code,target_code
34,Nutritious - Mousse Nettoyante 2-en-1,"<p>Purifie. Lisse. Révèle l'éclat.</p>

<p><strong>Faites du bien à votre peau avec la nouvelle gamme Nutritious, alliant science et naturalité. Nutritious devient le meilleur allié des peaux sensibles, à imperfections et leur apporte tout l'éclat qu'elles méritent.</strong></p><p>La <strong>Mousse Nettoyante Nutritious 2-en-1</strong> est la première étape de votre routine de soin pour une peau saine. Composée à 97%* d’ingrédients d’origine naturelle, elle nettoie et purifie la peau en profondeur.</p><p>Grâce à sa formule haute performance, la Mousse Nettoyante Nutritious peut s’utiliser en mousse nettoyante, matin et soir, et en masque purifiant une fois par semaine .</p><p>Offrez le meilleur à votre peau avec nos soins haute performance.</p><p>La formule de la Mousse Nettoyante Nutritious est enrichie avec notre complexe Nutri-9 exclusif composé :<br>• D'extraits d'Algue brune (resserre les pores)<br>• De ferments d'Algue rouge (révèle l'éclat)<br>• De ferments d'Eau de coco (hydrate)</p><p>Estée Lauder s’engage à agir pour le futur de notre planète. Le packaging de la Mousse Nettoyante Nutritious est composé d'au moins 27% d’éléments recyclés.</p><p>Nutritious est une gamme certifiée EWG® par l’ONG Environmental Working Group (EWG). Cela signifie que nos chaînes d’approvisionnent, nos formules et nos processus de production s’inscrivent dans une politique de développement durable.</p><p>*Selon la norme ISO 16128. Ingrédients d’origine végétale et non dérivés du pétrole.&nbsp;<br><br>Idéal pour :<br>• Les peaux sensibles, à tendance acnéique&nbsp;<br>• Un nettoyage quotidien&nbsp;<br>• Préparer la peau pour accueillir votre routine de soin</p>",NETTOYANT,FEMME
35,Luna Rossa - Eau de parfum,"<p>Luna Rossa Black est la première eau de parfum de la collection Luna Rossa et s'inspire de la performance urbaine, la découverte d'un nouvel horizon dans un environnement pourtant familier. C'est ce moment particulier qui signe la fin d'une journée de travail et où la ville s'allume et prend vie. Comme une infinitude de possibilités, des notes pétillantes surprennent les notes bisées ambrées pour mieux nous désorienter.&nbsp;</p><p>Energique en ouverture grâce à la Bergamote et l'Angélique, le cœur de patchouli et de coumarine nous amène vers un sillage de caractère. L'homme qui porte Luna Rossa Black est magnétique, sophistiqué et ce quelle que soit la situation ou le contexte.&nbsp;</p><p><br></p><p>Les parfums Prada Luna Rossa sont inspirés du monde de la compétition de voile extrême, une ode à la haute performance grâce à la haute innovation. Fragrances nées de la matérialité high-tech de la ligne de mode pour hommes Linea Rossa: Prada Luna Rossa revigore les hommes avec des parfums frais et stimulants pour affronter tous les défis et réaliser leurs meilleures performances.</p>",EAUPARFUM,HOMME
36,Rouge Pur Couture - Rouge à lèvres satiné,"En 2019, Yves Saint Laurent habille Rouge Pur Couture d'un écrin couture collector. Découvrez des collectors exclusifs, déclinés dans les 4 couleurs fétiches de Monsieur Saint Laurent : le Rouge, le Nude, l'Orange et le Fuchsia.<br><br>

Rouge Pur Couture incarne toute l'expertise couleur d'Yves Saint Laurent pour habiller vos lèvres de couleurs intenses et satinées. <br><br>

Ce rouge à lèvres iconique et intemporel se décline en un véritable défilé de teintes toutes plus coutures les unes que les autres et inspirées des couleurs emblématiques d'Yves Saint Laurent : le Rouge, le Nude, l'Orange et le Fuchsia. <br><br>

L'écrin couture collector dévoile une texture riche en pigments, hydratante et protectrice, pour un confort exceptionnel, un effet satiné durable et des lèvres plus éblouissantes que jamais.",RAL,FEMME
37,Anti Blemish Booster -  Booster anti-imperfections,"<div>Ce booster anti-imperfections à l'efficacité redoutable peut être utilisé aussi bien en soin préventif que pour cibler les éruptions cutanées. Vous retrouvez une peau plus lisse, hydratée, sans traces d'imperfections.</div><div>Sa formule réunit un puissant mélange d'actifs qui cible et empêche la formation d'imperfections, l'inflammation et la pigmentation qui survient après les imperfections, tout en régulant la production de sébum. L'acide salicylique cible les imperfections et empêche l'apparition de comédons. Il nettoie les pores bouchés et exfolie en douceur. L'acide kojique cible quant à lui la décoloration post-inflammation tandis que le soufre colloïdal, aux propriétés antibactériennes bien connues, réduira et préviendra les éruptions cutanées et les imperfections.</div>",SERUM,FEMME
39,Lait Micellaire Démaquillant - Lait hydratant confort,"Ce lait micellaire démaquillant combine l'onctuosité et le confort d'un lait, à la technologie micellaire pour un démaquillage tout en douceur qui préserve la peau de la déshydratation.<br><br>Sa texture veloutée laisse la peau nette, confortable et douce.<br><br>",NETTOYANT,FEMME
40,Strip Clean Soothing Anti-Dandruff Shampoo - Shampooing antipelliculaire,"On ne va pas se mentir, les pellicules sont loin d'avoir du style. Limiter les pellicules sur vos v&ecirc;tements avec le shampooing antipelliculaire de House 99. Il r&eacute;duit l'inconfort caus&eacute; par les pellicules et laisse une sensation de fra&icirc;cheur pour une chevelure impeccable.<br /><br />Adapt&eacute; &agrave; toutes les coupes de cheveux de David Beckham, car n'importe quel look peut rapidement tourner au d&eacute;sastre &agrave; cause des pellicules.",SHAMPOINGS,HOMME
41,Cera Repair Crème Barrière - Crème réparatrice & anti-âge,"<br><br><div><div>Notre peau est quotidiennement agressée par la vie urbaine, ce qui fragilise la barrière cutanée et accélère le vieillissement de la peau. Cera Repair Crème Barrière Réparatrice - Anti-âge renforce votre peau et la protège des agressions urbaines.&nbsp;</div><div><br></div><div>FORMULE A 94% D'ORIGINE NATURELLE</div><div>Les céramides d'origine naturelle aident à renforcer votre barrière cutanée.&nbsp;</div><div>Le Plancton de Vie™ d'origine naturelle favorise le renouvellement cellulaire.&nbsp;</div><div><br></div><div>DES RESULTATS ANTI-AGE</div><div>+50% barrière cutanée renforcée<sup>(1)</sup></div><div>+17% peau lissée<sup>(2)</sup></div><div><br></div><div>UN EMBALLAGE ECO-CONÇU</div><div>Dans le cadre de notre engagement, votre produit est composé d'un pot conçu à partir de 40% de verre recyclé, d'un couvercle en plastique 100% recyclé dans un emballage secondaire recyclable sans cellophane.</div><div>Produit fabriqué en France</div><div><br></div><div>Chez BIOTHERM, nous sommes des pionniers de la Beauté Bleue. La marque s’engage à créer des soins plus naturels, puissants et plus respectueux des océans depuis 2012 à travers le programme WATERLOVERS.</div><div><br></div><div><p class=""mention9"">(1) Récupération de la barrière cutanée +50% - Test instrumental vs peau nue – 24 femmes – T2H</p></div><div><p class=""mention9"">(2) Test clinique - 37 femmes - 31 jours</p></div></div><br>https://www.sephora.fr/BIOTH-BrandUniverse-2.html<br>https://www.sephora.fr/BIOTH-BrandUniverse-1.html<br>",CREM JOUR,FEMME
42,Scrub lavant purifiant au sel marin,"<img style=""width:18%; display:inline-block;"" src=""https://edge.disstg.commercecloud.salesforce.com/dw/image/v2/BCZG_STG/on/demandware.static/-/Library-Sites-SephoraV2/default/v575c67102dd6790f4395f1ba20e06f5148b020bf/LP/beaute-bio-vegan-naturelle/SEPHORA_SUSTAINABILITY_VEGAN_SEAL_RVB.png""><br><br>Ce scrub purifiant, sous forme de pâte hydratante et apaisante, est idéal en soin détox, pour rééquilibrer les cuirs chevelus sensibles ou à tendance grasse; mais aussi en soin après coloration, pour éliminer les résidus chimiques et apaiser les picotements et démangeaisons.<br>
<br>
Sa formule originale contient du sel marin, exfoliant d'origine naturelle qui débarrasse le cuir chevelu des impuretés et stimule, par l'action de massage, la microcirculation sanguine en apportant des sels minéraux rééquilibrants. <br>
Il est enrichi d’un actif<span style=""font-weight: bold;""> 100% végétal,</span> qui procure une hydratation profonde même après rinçage.<br>
Immédiatement apaisé, le cuir chevelu est soulagé des démangeaisons. <br>
<br>
Pour quel type de cheveux ?<br>
Pour cuirs chevelus sensibles ou gras.<br>
<br>
Comment l'utiliser ? <br>
Ce scrub lavant purifiant s’utilise comme un shampooing. Il ne nécessite aucun temps de pose.

<br><br><div><p><strong>Vegan : </strong>Des produits sans ingrédient d’origine animale.</p></div>",SHAMPOINGS,FEMME
43,Collection Extraordinaire Moonlight Patchouli - Eau de Parfum,"La Collection Extraordinaire vous conte une poésie boisée, un Patchouli merveilleux entre ombre et lumière.<br>
L'interprétation olfactive d'un Patchouli au clair de lune, sublimé par des matières premières d'exceptions.<br><br>

Tel un bois au clair de lune, ses doux reflets dévoilent une délicate note florale alliant Rose et Iris.<br>
De sa lumière, se dégage les notes précieuses d'un accord daim chaleureux, empreint d'accents cuirés et fruités.<br><br>

Un Patchouli à fleur de peau …",EAUPARFUM,FEMME
44,Gentleman - Eau de Parfum Boisée,"Le bois brûlant enveloppe l’iris sophistiqué pour révéler une fragrance empreinte de sensualité. Expression de la dualité inattendue entre la passion intense et la séduction en douceur, Givenchy Gentleman Eau de Parfum Boisée pour homme est une fragrance intemporelle pour les gentlemen au charme incandescent. <br><br>

Révélant des notes de poivre noir et de coriandre, Givenchy Gentleman Eau de Parfum Boisée s’ouvre par des notes de tête irrésistiblement épicées. Le cœur boisé-floral composé d’iris élégant et de bois de cèdre raffiné fond pour donner naissance à un cacao riche et onctueux. Le fond oriental composé de bois de santal séduisant et de patchouli d’Indonésie crée un sillage d’abandon élégant dans ce parfum pour homme sophistiqué. ",EAUPARFUM,HOMME
45,Honey Balm - Crème Hydratante à la Niacinamide,"Le baume en gel hydratant Honey Balm de Wishful est doté d'une texture onctueuse riche en miel qui retient l'hydratation jusqu'à 24 heures et apaise la peau.
<br><br>
Particularités du gel hydratant : <br>
Innovant, notre baume hydratant à la texture mielleuse retient l'humidité tandis qu'un puissant mélange de niacinamide, de miel et de curcuma apaise la peau, renforce sa luminosité pour réduire l'apparence des pores.
<br><br>
Gorgé de miel hydratant, il est enrichi en extraits de racine de curcuma pour aider à minimiser l'apparence de l'hyperpigmentation et des imperfections cutanées du visage tandis que la niacinamide illumine le teint et réduit visiblement les pores. Le parfum apaisant de la lavande procure une sensation de bien-être et d'apaisement pour un rituel beauté amélioré.
<br><br>
Résultat ? En plus d'offrir une hydratation de la peau en instantané, le soin anti-imperfections Honey Balm minimise la perte hydrique des couches supérieures de la peau afin qu'elles restent hydratées jusqu'à 24 heures. L'infusion de perles teinte lavande offre un éclat instantané et un effet floutant, laissant la peau lumineuse, radieuse et sublimée !
<br><br>
Honey Balm est non comédogène, non acnégène et convient à tous les types de peau.
<br><br>
Wishlist :<br>
- Luminosité<br>
- Réduction des pores<br>
- Hydratation  <br>
- Apaisement instantané
<br><br>
Type de peau : Tous les types de peaux <br>
Préoccupation en matière de peau : Peau terne et déshydratée<br>
Formule : Hydratant

Ingrédients clés du baume-en-gel Honey Balm :
Miel : pour apaiser la peau, l'hydrater, retenir l'humidité.
Extrait de racine de curcuma : réduire les taches brunes et uniformiser le teint.
Niacinamide : aussi connue sous le nom de vitamine B3, elle réduit les pores et visiblement l'apparence des teints irréguliers.
Huile de lavande : pour calmer, apaiser et assouplir la peau.
",CREM JOUR,FEMME
46,"Sincerely Yours, Beauty Holiday - Calendrier de L'Avent","Comptez les jours avant Noël avec Benefit !<br>
C'est le calendrier de l'avent qu'on attendait tous ! Le calendrier de l'avent en édition limitée contient 12 produits Benefit en format voyage et mini ultra pratiques pour faire le plein de beauté avant les fêtes de Noël ! Chaque jour, ouvrez un nouveau cadeau et découvrez vos produits préférés ainsi que les dernières nouveautés BENEFIT .<br><br>En achetant ce kit de Noël, profitez de prix très avantageux !

<p></p><p><br></p><p><span style=""font-weight: bold;"">Pourquoi on l'aime ?&nbsp;</span></p><p> On aime parce que dans ce calendrier de l'avent 100% maquillage, Benefit a glissé le meilleur de la marque pour sublimer regard, cils et sourcils. Et réussir ses looks toute l'année.</p>",COFFRET,FEMME
47,Rituel de soins hydratant à la rose - Coffret soin visage,"Plongez dans un bain d'hydratation avec le rituel de soins fresh à la rose ! <br><br>

Rose Deep Hydration Facial Toner : une lotion hydratante avec de véritables pétales de roses qui nettoie la peau, aide à éliminer les impuretés, la pollution et ses résidus. Le grain de peau est affiné, les pores sont resserrés et la peau est parfaitement lisse et fraîche.<br><br>

Rose Deep Hydration Face Cream : une crème de jour qui hydrate intensément tous les types de peaux, y compris les plus sèches. Avec sa formule légère infusée de véritables roses, cette crème de jour pénètre rapidement dans la peau et procure un fini lumineux et soyeux sans laisser de film gras, pour une peau rayonnante de beauté.<br><br>

Rose Sleeping Mask : un masque de nuit qui redonne à la peau l'hydratation perdue au cours de la journée et la retient tout au long de la nuit. Sa formule aux ingrédients d'origine naturelle puissants associe eau de rose, extrait de rose et acide hyaluronique pour réconforter et apaiser la peau, l'hydrater et la repulper pendant le sommeil. Grâce à son processus novateur de libération progressive des actifs, la peau est hydratée, fraîche, lisse et repulpée au réveil.",COFFRET,FEMME
